objectid,id_centrale,code_centrale,libelle_centrale,annee,libelle_groupage,type_compteur,type_comptage,nb_canaux,nb_annee,code_canal,mja_jo,mja_tcj,mja_pl_tcj,hp_johvs_matin,hp_johvs_soir,tir_tcj,v85ma_tcj,vtma_tcj,descriptif_periode,time_days,name,oneway,ref_mmm,highway,nom_commune,cycles,osm_id
3963,1362,54217,CASTELNAU LE LEZ. Impasse des Dalhias,2019,Impasse_Dassault,compteur ponctuel,comptage bidirectionnel,3,1,1,378,346,16,58 (8h00 - 9h00),28 (18h15 - 19h15),2,30,19,du 04/02/2019 au 11/02/2019,7,Impasse des Dahlias,UNKNOWN, ,residential,Castelnau-le-Lez, ,98869654
1643,1399,5507,MONTPELLIER. Avenue du Pont Juvenal,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,3823,3547,23,,,,,,du 08/04/2019 au 16/04/2019,8,Avenue du Pont Juvénal,UNKNOWN, ,unclassified,Montpellier, ,25918045
1642,1399,5507,MONTPELLIER. Avenue du Pont Juvenal,2019,Lamartine_Bayard,compteur ponctuel,comptage bidirectionnel,3,2,1,2805,2566,17,254 (7h15 - 8h15),232 (16h30 - 17h30),1,37,22,du 08/04/2019 au 16/04/2019,8,Avenue du Pont Juvénal,UNKNOWN, ,unclassified,Montpellier, ,25918045
1641,1399,5507,MONTPELLIER. Avenue du Pont Juvenal,2019,Bayard_Lamartine,compteur ponctuel,comptage bidirectionnel,3,2,0,1018,981,6,58 (10h30 - 11h30),73 (14h00 - 15h00),2,38,25,du 08/04/2019 au 16/04/2019,8,Avenue du Pont Juvénal,UNKNOWN, ,unclassified,Montpellier, ,25918045
7436,1405,5620,MONTPELLIER. Avenue des Moulins,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3473,2486,197,,,,,,du 12/04/2019 au 23/04/2019,11,Avenue des Moulins,UNKNOWN, ,residential,Montpellier, ,26598566
7435,1405,5620,MONTPELLIER. Avenue des Moulins,2019,Avelaniers_Truc de Leuze,compteur ponctuel,comptage bidirectionnel,3,1,1,2234,1511,143,238 (6h30 - 7h30),214 (17h00 - 18h00),5,39,22,du 12/04/2019 au 23/04/2019,11,Avenue des Moulins,UNKNOWN, ,residential,Montpellier, ,26598566
7434,1405,5620,MONTPELLIER. Avenue des Moulins,2019,Truc de Leuze_Avelaniers,compteur ponctuel,comptage bidirectionnel,3,1,0,1239,975,54,106 (10h45 - 11h45),232 (15h45 - 16h45),8,45,27,du 12/04/2019 au 23/04/2019,11,Avenue des Moulins,UNKNOWN, ,residential,Montpellier, ,26598566
903,963,56541,MONTPELLIER. Rue Auguste Broussonnet,2019,Sens cumulés,compteur feux,comptage bidirectionnel,3,8,Z,10293,9377,,,,,,,du 01/01/2019 au 31/12/2019,364,Rue Auguste Broussonnet,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,144789003
902,963,56541,MONTPELLIER. Rue Auguste Broussonnet,2019,Rimet_Chancel,compteur feux,comptage bidirectionnel,3,8,1,5689,5175,,438 (8h00 - 9h00),415 (17h00 - 18h00),,,,du 01/01/2019 au 31/12/2019,364,Rue Auguste Broussonnet,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,144789003
901,963,56541,MONTPELLIER. Rue Auguste Broussonnet,2019,Chancel_Rimet,compteur feux,comptage bidirectionnel,3,8,0,4604,4202,,406 (8h00 - 9h00),395 (17h00 - 18h00),,,,du 01/01/2019 au 31/12/2019,364,Rue Auguste Broussonnet,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,144789003
8305,6,56598,RM005 LAVERUNE - MMt34.e,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,25061,22669,775,,,,,,du 01/01/2019 au 31/12/2019,364, ,YES, ,primary,Lavérune, ,96926317
8304,6,56598,RM005 LAVERUNE - MMt34.e,2019,Laverune_Montpellier,compteur permanent,comptage bidirectionnel,3,12,1,13241,11914,378,1167 (7h00 - 8h00),1060 (17h00 - 18h00),10,86,73,du 01/01/2019 au 31/12/2019,364, ,YES, ,primary,Lavérune, ,96926317
8303,6,56598,RM005 LAVERUNE - MMt34.e,2019,Montpellier_Laverune,compteur permanent,comptage bidirectionnel,3,12,0,11820,10755,397,803 (12h00 - 13h00),1074 (18h00 - 19h00),11,88,79,du 01/01/2019 au 31/12/2019,364, ,YES, ,primary,Lavérune, ,96926317
4990,726,6017,MONTPELLIER. Tunnel de la Comedie,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,6,Z,10389,9831,1478,,,,,,du 01/01/2019 au 30/09/2019,272,Tunnel de la Comédie,YES, ,secondary,Montpellier, ,8584797
4988,726,6017,MONTPELLIER. Tunnel de la Comedie,2019,Tunnel de la comedie VD (parking),compteur permanent,comptage bidirectionnel,3,6,0,6108,5827,775,451 (8h00 - 9h00),372 (14h00 - 15h00),68,68,49,du 01/01/2019 au 30/09/2019,272,Tunnel de la Comédie,YES, ,secondary,Montpellier, ,8584797
4989,726,6017,MONTPELLIER. Tunnel de la Comedie,2019,Tunnel de la comedie VG (parking),compteur permanent,comptage bidirectionnel,3,6,1,4281,4004,703,312 (7h00 - 8h00),301 (17h00 - 18h00),96,83,66,du 01/01/2019 au 30/09/2019,272,Tunnel de la Comédie,YES, ,secondary,Montpellier, ,8584797
2265,1287,60338,MONTPELLIER. Rue des 4 Seigneurs,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,359,282,6,,,,,,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
2264,1287,60338,MONTPELLIER. Rue des 4 Seigneurs,2019,Encombes_Segondy,compteur ponctuel,comptage bidirectionnel,3,2,1,214,167,3,20 (7h30 - 8h30),35 (16h45 - 17h45),62,40,29,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
2263,1287,60338,MONTPELLIER. Rue des 4 Seigneurs,2019,Segondy_Encombes,compteur ponctuel,comptage bidirectionnel,3,2,0,145,115,3,34 (7h45 - 8h45),9 (16h15 - 17h15),59,39,28,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
2268,1388,61058,MONTPELLIER. Rue Ray Charles,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,469,360,2,,,,,,du 28/03/2019 au 08/04/2019,11,Rue Ray Charles,UNKNOWN, ,residential,Montpellier, ,202882491
2267,1388,61058,MONTPELLIER. Rue Ray Charles,2019,Ray Charles_Dugrand,compteur ponctuel,comptage bidirectionnel,3,2,1,316,244,1,31 (7h15 - 8h15),35 (16h30 - 17h30),,29,18,du 28/03/2019 au 08/04/2019,11,Rue Ray Charles,UNKNOWN, ,residential,Montpellier, ,202882491
2266,1388,61058,MONTPELLIER. Rue Ray Charles,2019,Dugrand_Ray Charles,compteur ponctuel,comptage bidirectionnel,3,2,0,153,116,1,23 (7h00 - 8h00),18 (16h45 - 17h45),,27,16,du 28/03/2019 au 08/04/2019,11,Rue Ray Charles,UNKNOWN, ,residential,Montpellier, ,202882491
3149,292,61281,MONTPELLIER. Avenue de la Gaillarde,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,1937,1680,4,,,,,,du 25/09/2019 au 03/10/2019,8,Avenue de la Gaillarde,UNKNOWN, ,tertiary,Montpellier, ,146376954
3147,292,61281,MONTPELLIER. Avenue de la Gaillarde,2019,Roses_Trivisy,compteur ponctuel,comptage bidirectionnel,3,2,0,1099,952,2,146 (7h45 - 8h45),130 (17h00 - 18h00),5,46,34,du 25/09/2019 au 03/10/2019,8,Avenue de la Gaillarde,UNKNOWN, ,tertiary,Montpellier, ,146376954
3148,292,61281,MONTPELLIER. Avenue de la Gaillarde,2019,Trivisy_Roses,compteur ponctuel,comptage bidirectionnel,3,2,1,838,728,2,172 (7h45 - 8h45),82 (16h30 - 17h30),2,40,28,du 25/09/2019 au 03/10/2019,8,Avenue de la Gaillarde,UNKNOWN, ,tertiary,Montpellier, ,146376954
7909,1480,62503,MONTPELLIER. Rue des 4 Seigneurs,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,465,398,8,,,,,,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
7908,1480,62503,MONTPELLIER. Rue des 4 Seigneurs,2019,Segondy_RM65,compteur ponctuel,comptage bidirectionnel,3,1,1,285,242,2,24 (8h00 - 9h00),72 (17h00 - 18h00),24,34,20,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
7907,1480,62503,MONTPELLIER. Rue des 4 Seigneurs,2019,RM65_Segondy,compteur ponctuel,comptage bidirectionnel,3,1,0,180,156,6,47 (8h00 - 9h00),24 (16h30 - 17h30),29,35,21,du 09/12/2019 au 18/12/2019,9,Rue des Quatre Seigneurs,UNKNOWN, ,residential,Montpellier, ,170708258
5808,2,62860,RM612 MIREVAL - MMT34.L,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,20082,18604,1156,,,,,,du 16/09/2019 au 31/12/2019,106, ,YES, ,primary,Villeneuve-lès-Maguelone, ,147049726
5806,2,62860,RM612 MIREVAL - MMT34.L,2019,Saint Jean-Mireval,compteur permanent,comptage bidirectionnel,3,12,0,10995,9969,617,658 (12h00 - 13h00),1123 (17h00 - 18h00),19,115,99,du 16/09/2019 au 31/12/2019,106, ,YES, ,primary,Villeneuve-lès-Maguelone, ,147049726
5807,2,62860,RM612 MIREVAL - MMT34.L,2019,Mireval-Saint Jean,compteur permanent,comptage bidirectionnel,3,12,1,9087,8635,539,565 (10h00 - 11h00),636 (13h00 - 14h00),18,113,98,du 16/09/2019 au 31/12/2019,106, ,YES, ,primary,Villeneuve-lès-Maguelone, ,147049726
5373,1053,63596,RM610 SAINT GENIES DES MOURGUES - MMT34.K,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,12539,11557,412,,,,,,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,primary,Saint-Geniès-des-Mourgues, ,147046193
5372,1053,63596,RM610 SAINT GENIES DES MOURGUES - MMT34.K,2019,Sommieres_Castries,compteur permanent,comptage bidirectionnel,3,12,1,6280,5772,192,906 (7h00 - 8h00),394 (17h00 - 18h00),23,86,72,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,primary,Saint-Geniès-des-Mourgues, ,147046193
5371,1053,63596,RM610 SAINT GENIES DES MOURGUES - MMT34.K,2019,Castries_Sommieres,compteur permanent,comptage bidirectionnel,3,12,0,6259,5785,220,398 (12h00 - 13h00),782 (17h00 - 18h00),14,80,69,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,primary,Saint-Geniès-des-Mourgues, ,147046193
184,974,6517,MONTPELLIER. Boulevard Vieussens,2019,Sens cumulés,compteur feux,comptage bidirectionnel,3,8,Z,12535,11555,,,,,,,du 01/01/2019 au 31/12/2019,364,Boulevard Vieussens,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,8584789
183,974,6517,MONTPELLIER. Boulevard Vieussens,2019,Maurin_Rabelais,compteur feux,comptage bidirectionnel,3,8,1,7929,7274,,755 (8h00 - 9h00),561 (17h00 - 18h00),,,,du 01/01/2019 au 31/12/2019,364,Boulevard Vieussens,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,8584789
182,974,6517,MONTPELLIER. Boulevard Vieussens,2019,Rabelais_Maurin,compteur feux,comptage bidirectionnel,3,8,0,4606,4281,,307 (8h00 - 9h00),425 (17h00 - 18h00),,,,du 01/01/2019 au 31/12/2019,364,Boulevard Vieussens,UNKNOWN, ,secondary,Montpellier,Bande cyclable droite,8584789
4499,1365,65292,CASTELNAU LE LEZ. Impasse des Violettes,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,714,666,3,,,,,,du 04/02/2019 au 12/02/2019,8,Impasse des Violettes,UNKNOWN, ,residential,Castelnau-le-Lez, ,98869649
4497,1365,65292,CASTELNAU LE LEZ. Impasse des Violettes,2019,Salvias_Dassault,compteur ponctuel,comptage bidirectionnel,3,1,0,457,422,2,62 (7h45 - 8h45),32 (16h30 - 17h30),,27,16,du 04/02/2019 au 12/02/2019,8,Impasse des Violettes,UNKNOWN, ,residential,Castelnau-le-Lez, ,98869649
4498,1365,65292,CASTELNAU LE LEZ. Impasse des Violettes,2019,Dassault_Salvias,compteur ponctuel,comptage bidirectionnel,3,1,1,257,244,1,16 (11h45 - 12h45),34 (17h00 - 18h00),,28,17,du 04/02/2019 au 12/02/2019,8,Impasse des Violettes,UNKNOWN, ,residential,Castelnau-le-Lez, ,98869649
4996,1360,6548,MONTPELLIER. Rue des Clematites,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,132,118,3,,,,,,du 30/01/2019 au 07/02/2019,8,Rue des Clématites,UNKNOWN, ,residential,Montpellier, ,25530948
4995,1360,6548,MONTPELLIER. Rue des Clematites,2019,Paquerettes_Perruque,compteur ponctuel,comptage bidirectionnel,3,1,1,92,83,1,15 (8h15 - 9h15),14 (16h45 - 17h45),11,30,17,du 30/01/2019 au 07/02/2019,8,Rue des Clématites,UNKNOWN, ,residential,Montpellier, ,25530948
4994,1360,6548,MONTPELLIER. Rue des Clematites,2019,Perruque_Paquerettes,compteur ponctuel,comptage bidirectionnel,3,1,0,40,35,2,4 (8h00 - 9h00),5 (17h15 - 18h15),15,30,18,du 30/01/2019 au 07/02/2019,8,Rue des Clématites,UNKNOWN, ,residential,Montpellier, ,25530948
3755,1464,67801,MONTPELLIER. Rue de la Cavalade,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,242,194,21,,,,,,du 10/10/2019 au 18/10/2019,8,Rue de la Cavalade,UNKNOWN, ,residential,Montpellier, ,149210040
3753,1464,67801,MONTPELLIER. Rue de la Cavalade,2019,Vauguieres_Nina Simone,compteur ponctuel,comptage bidirectionnel,3,1,0,121,97,11,13 (9h30 - 10h30),12 (16h45 - 17h45),3,42,29,du 10/10/2019 au 18/10/2019,8,Rue de la Cavalade,UNKNOWN, ,residential,Montpellier, ,149210040
3754,1464,67801,MONTPELLIER. Rue de la Cavalade,2019,Nina Simone_Vauguieres,compteur ponctuel,comptage bidirectionnel,3,1,1,121,97,10,14 (9h30 - 10h30),11 (12h15 - 13h15),4,38,24,du 10/10/2019 au 18/10/2019,8,Rue de la Cavalade,UNKNOWN, ,residential,Montpellier, ,149210040
8335,15,67940,RM005 PIGNAN - MMl34.e,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,10,Z,15152,13812,529,,,,,,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,secondary,Pignan, ,104649455
8334,15,67940,RM005 PIGNAN - MMl34.e,2019,Pignan_Laverune,compteur permanent,comptage bidirectionnel,3,10,1,8023,7302,258,877 (7h00 - 8h00),540 (17h00 - 18h00),22,85,73,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,secondary,Pignan, ,104649455
8333,15,67940,RM005 PIGNAN - MMl34.e,2019,Laverune_Pignan,compteur permanent,comptage bidirectionnel,3,10,0,7129,6510,271,464 (12h00 - 13h00),735 (17h00 - 18h00),18,83,72,du 01/01/2019 au 31/12/2019,364, ,UNKNOWN, ,secondary,Pignan, ,104649455
1587,1188,69096,SAUSSAN. RM27 4040,2019,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,6123,5620,201,,,,,,du 10/04/2019 au 29/11/2019,233,Rue du Colombier,UNKNOWN, ,tertiary,Saussan, ,94753141
1586,1188,69096,SAUSSAN. RM27 4040,2019,RM185E1_RM5,compteur tournant,comptage bidirectionnel,3,7,1,3407,3115,120,245 (8h00 - 9h00),439 (17h15 - 18h15),4,70,60,du 10/04/2019 au 29/11/2019,233,Rue du Colombier,UNKNOWN, ,tertiary,Saussan, ,94753141
1585,1188,69096,SAUSSAN. RM27 4040,2019,RM5_RM185E1,compteur tournant,comptage bidirectionnel,3,7,0,2716,2505,81,277 (7h30 - 8h30),252 (17h00 - 18h00),10,77,64,du 10/04/2019 au 29/11/2019,233,Rue du Colombier,UNKNOWN, ,tertiary,Saussan, ,94753141
7182,53,6984,MONTPELLIER. Rue Guglielmo Marconi,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,2453,1661,1,,,,,,du 06/11/2019 au 18/11/2019,12,Rue Guglielmo Marconi,UNKNOWN, ,residential,Montpellier, ,25744723
7180,53,6984,MONTPELLIER. Rue Guglielmo Marconi,2019,Einstein-Nobel,compteur ponctuel,comptage bidirectionnel,3,1,0,1254,834,1,256 (8h15 - 9h15),124 (13h15 - 14h15),44,59,47,du 06/11/2019 au 18/11/2019,12,Rue Guglielmo Marconi,UNKNOWN, ,residential,Montpellier, ,25744723
7181,53,6984,MONTPELLIER. Rue Guglielmo Marconi,2019,Nobel-Einstein,compteur ponctuel,comptage bidirectionnel,3,1,1,1199,827,0,129 (12h00 - 13h00),151 (18h00 - 19h00),41,59,47,du 06/11/2019 au 18/11/2019,12,Rue Guglielmo Marconi,UNKNOWN, ,residential,Montpellier, ,25744723
3855,1205,69927,CASTRIES. RM26 4006,2019,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,1509,1380,13,,,,,,du 05/08/2019 au 13/12/2019,130,Route de Guzargues,UNKNOWN, ,tertiary,Castries, ,127557518
3854,1205,69927,CASTRIES. RM26 4006,2019,RM26E3_RM610,compteur tournant,comptage bidirectionnel,3,7,1,755,693,7,151 (7h45 - 8h45),111 (17h00 - 18h00),11,78,64,du 05/08/2019 au 13/12/2019,130,Route de Guzargues,UNKNOWN, ,tertiary,Castries, ,127557518
3853,1205,69927,CASTRIES. RM26 4006,2019,RM610_RM26E3,compteur tournant,comptage bidirectionnel,3,7,0,754,687,6,163 (8h00 - 9h00),96 (17h00 - 18h00),23,85,70,du 05/08/2019 au 13/12/2019,130,Route de Guzargues,UNKNOWN, ,tertiary,Castries, ,127557518
8371,26,69953,MONTPELLIER. RM132 BIONNE,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,30690,28996,1730,,,,,,du 01/01/2019 au 31/12/2019,364,Avenue Léon Jouhaux,YES, ,primary,Montpellier, ,108634075
8369,26,69953,MONTPELLIER. RM132 BIONNE,2019,Laverune_RN109,compteur permanent,comptage bidirectionnel,3,12,0,16395,15388,796,1049 (8h00 - 9h00),1390 (17h00 - 18h00),45,106,89,du 01/01/2019 au 31/12/2019,364,Avenue Léon Jouhaux,YES, ,primary,Montpellier, ,108634075
8370,26,69953,MONTPELLIER. RM132 BIONNE,2019,RN109_Laverune,compteur permanent,comptage bidirectionnel,3,12,1,14295,13608,934,1112 (7h00 - 8h00),926 (14h00 - 15h00),43,103,87,du 01/01/2019 au 31/12/2019,364,Avenue Léon Jouhaux,YES, ,primary,Montpellier, ,108634075
1450,1359,7007,MONTPELLIER. Avenue de la Pompignane,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,25699,22198,2214,,,,,,du 25/01/2019 au 04/02/2019,10,Avenue de la Pompignane,YES, ,primary,Montpellier,Bande cyclable droite,22917867
1449,1359,7007,MONTPELLIER. Avenue de la Pompignane,2019,Albatros_Pelicans,compteur ponctuel,comptage bidirectionnel,3,1,1,14136,12176,1812,1078 (8h15 - 9h15),1280 (17h30 - 18h30),7,48,39,du 25/01/2019 au 04/02/2019,10,Avenue de la Pompignane,YES, ,primary,Montpellier,Bande cyclable droite,22917867
1448,1359,7007,MONTPELLIER. Avenue de la Pompignane,2019,Pelicans_Albatros,compteur ponctuel,comptage bidirectionnel,3,1,0,11563,10022,402,963 (8h00 - 9h00),936 (17h00 - 18h00),2,44,32,du 25/01/2019 au 04/02/2019,10,Avenue de la Pompignane,YES, ,primary,Montpellier,Bande cyclable droite,22917867
8389,1474,71573,MONTAUD. RM21E2,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,178,175,2,,,,,,du 13/11/2019 au 21/11/2019,8, ,UNKNOWN, ,tertiary,Saint-Jean-de-Cornies, ,166173016
8388,1474,71573,MONTAUD. RM21E2,2019,RD120_RM54,compteur ponctuel,comptage bidirectionnel,3,2,1,100,93,1,21 (7h30 - 8h30),7 (13h45 - 14h45),,57,45,du 13/11/2019 au 21/11/2019,8, ,UNKNOWN, ,tertiary,Saint-Jean-de-Cornies, ,166173016
8387,1474,71573,MONTAUD. RM21E2,2019,RM54_RD120,compteur ponctuel,comptage bidirectionnel,3,2,0,78,82,1,7 (11h30 - 12h30),13 (17h30 - 18h30),,53,42,du 13/11/2019 au 21/11/2019,8, ,UNKNOWN, ,tertiary,Saint-Jean-de-Cornies, ,166173016
2639,875,71584,MONTPELLIER. Avenue de la Liberte,2019,Sens cumulés,compteur feux,comptage bidirectionnel,3,9,Z,39142,37956,,,,,,,du 01/01/2019 au 31/12/2019,364,Avenue de la Liberté,UNKNOWN, ,primary,Montpellier, ,146546429
2638,875,71584,MONTPELLIER. Avenue de la Liberte,2019,Nogaret_Garrats,compteur feux,comptage bidirectionnel,3,9,1,21029,20324,,1299 (8h00 - 9h00),1383 (17h00 - 18h00),,,,du 01/01/2019 au 31/12/2019,364,Avenue de la Liberté,UNKNOWN, ,primary,Montpellier, ,146546429
2637,875,71584,MONTPELLIER. Avenue de la Liberte,2019,Garrats_Nogaret,compteur feux,comptage bidirectionnel,3,9,0,18113,17632,,1178 (7h00 - 8h00),1047 (13h00 - 14h00),,,,du 01/01/2019 au 31/12/2019,364,Avenue de la Liberté,UNKNOWN, ,primary,Montpellier, ,146546429
2660,1389,73849,MONTPELLIER. Avenue Raymond Dugrand,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,15853,12861,342,,,,,,du 28/03/2019 au 08/04/2019,11,Avenue Raymond Dugrand,YES, ,primary,Montpellier, ,137218046
2658,1389,73849,MONTPELLIER. Avenue Raymond Dugrand,2019,Granier_Simone,compteur ponctuel,comptage bidirectionnel,3,1,0,8091,6450,173,561 (7h30 - 8h30),755 (16h30 - 17h30),13,49,39,du 28/03/2019 au 08/04/2019,11,Avenue Raymond Dugrand,YES, ,primary,Montpellier, ,137218046
2659,1389,73849,MONTPELLIER. Avenue Raymond Dugrand,2019,Simone_Granier,compteur ponctuel,comptage bidirectionnel,3,1,1,7762,6411,169,622 (7h00 - 8h00),570 (12h30 - 13h30),21,54,42,du 28/03/2019 au 08/04/2019,11,Avenue Raymond Dugrand,YES, ,primary,Montpellier, ,137218046
5134,1208,74485,SUSSARGUES. RM54 3060,2019,Sens cumulés,compteur tournant,comptage bidirectionnel,3,6,Z,1324,1209,2,,,,,,du 09/08/2019 au 15/08/2019,6,Route de Saint-Drézéry,UNKNOWN, ,tertiary,Sussargues, ,193772026
5132,1208,74485,SUSSARGUES. RM54 3060,2019,RM118_RM26E4,compteur tournant,comptage bidirectionnel,3,6,0,676,614,1,,,,59,50,du 09/08/2019 au 15/08/2019,6,Route de Saint-Drézéry,UNKNOWN, ,tertiary,Sussargues, ,193772026
5133,1208,74485,SUSSARGUES. RM54 3060,2019,RM26E4_RM118,compteur tournant,comptage bidirectionnel,3,6,1,648,595,1,,,,58,49,du 09/08/2019 au 15/08/2019,6,Route de Saint-Drézéry,UNKNOWN, ,tertiary,Sussargues, ,193772026
4263,1372,74893,MONTPELLIER. Avenue du Colonel Pavelet,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,25867,24732,1155,,,,,,du 14/02/2019 au 25/02/2019,11,Avenue du Colonel Pavelet,YES, ,primary,Montpellier, ,93863149
4262,1372,74893,MONTPELLIER. Avenue du Colonel Pavelet,2019,Angouleme_Bachelard,compteur ponctuel,comptage bidirectionnel,3,1,1,15082,13679,577,1199 (7h45 - 8h45),1057 (13h30 - 14h30),53,61,50,du 14/02/2019 au 25/02/2019,11,Avenue du Colonel Pavelet,YES, ,primary,Montpellier, ,93863149
4261,1372,74893,MONTPELLIER. Avenue du Colonel Pavelet,2019,Bachelard_Angouleme,compteur ponctuel,comptage bidirectionnel,3,1,0,10785,11053,578,720 (11h30 - 12h30),687 (13h30 - 14h30),32,58,43,du 20/03/2019 au 29/03/2019,9,Avenue du Colonel Pavelet,YES, ,primary,Montpellier, ,93863149
8395,1394,76326,CASTRIES. D54,2019,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,5622,5059,91,,,,,,du 01/04/2019 au 09/04/2019,8,Route de Montpellier,UNKNOWN, ,secondary,Castries, ,166328292
8394,1394,76326,CASTRIES. D54,2019,D610_Sussargues,compteur ponctuel,comptage bidirectionnel,3,1,1,2825,2450,24,194 (11h45 - 12h45),399 (17h15 - 18h15),0,56,47,du 01/04/2019 au 09/04/2019,8,Route de Montpellier,UNKNOWN, ,secondary,Castries, ,166328292
8393,1394,76326,CASTRIES. D54,2019,Sussargues_D610,compteur ponctuel,comptage bidirectionnel,3,1,0,2797,2609,67,282 (7h00 - 8h00),214 (13h30 - 14h30),0,53,43,du 01/04/2019 au 09/04/2019,8,Route de Montpellier,UNKNOWN, ,secondary,Castries, ,166328292
4407,1190,76656,LAVERUNE. RM5E3 3133,2019,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,5261,4811,182,,,,,,du 10/04/2019 au 29/11/2019,233, ,UNKNOWN, ,tertiary,Lavérune, ,141952174
4406,1190,76656,LAVERUNE. RM5E3 3133,2019,RM613_RM5E12,compteur tournant,comptage bidirectionnel,3,7,1,2950,2672,64,238 (8h30 - 9h30),320 (17h00 - 18h00),2,66,57,du 10/04/2019 au 29/11/2019,233, ,UNKNOWN, ,tertiary,Lavérune, ,141952174
4405,1190,76656,LAVERUNE. RM5E3 3133,2019,RM5E12_RM613,compteur tournant,comptage bidirectionnel,3,7,0,2311,2139,118,223 (7h30 - 8h30),196 (16h15 - 17h15),14,80,65,du 10/04/2019 au 29/11/2019,233, ,UNKNOWN, ,tertiary,Lavérune, ,141952174
5523,1072,7680,PEROLS. RM172 FREJORGUES,2019,Sens cumulés,compteur permanent,comptage bidirectionnel,3,11,Z,14544,13128,,,,,,,du 01/01/2019 au 31/12/2019,364, ,YES, ,secondary,Pérols, ,26242448
5521,1072,7680,PEROLS. RM172 FREJORGUES,2019,Lattes_Aeroport,compteur permanent,comptage bidirectionnel,3,11,0,7922,7245,,567 (12h00 - 13h00),730 (17h00 - 18h00),2,65,54,du 01/01/2019 au 31/12/2019,364, ,YES, ,secondary,Pérols, ,26242448
5522,1072,7680,PEROLS. RM172 FREJORGUES,2019,Aeroport_Lattes,compteur permanent,comptage bidirectionnel,3,11,1,6622,5883,,715 (8h00 - 9h00),512 (14h00 - 15h00),1,65,55,du 01/01/2019 au 31/12/2019,364, ,YES, ,secondary,Pérols, ,26242448
4473,31,77432,MONTPELLIER. Avenue des Moulins,2019,Sens cumulés,compteur feux,comptage bidirectionnel,3,9,Z,37984,34983,4872,,,,,,du 19/03/2019 au 28/11/2019,254,Avenue des Moulins,YES, ,primary,Montpellier, ,195764608
4471,31,77432,MONTPELLIER. Avenue des Moulins,2019,Lyre_Cardonille,compteur feux,comptage bidirectionnel,3,9,0,19016,17543,,1506 (8h00 - 9h00),1357 (18h00 - 19h00),,,,du 01/01/2019 au 31/12/2019,364,Avenue des Moulins,YES, ,primary,Montpellier, ,195764608
4472,31,77432,MONTPELLIER. Avenue des Moulins,2019,Cordonille_Lyre,compteur feux,comptage bidirectionnel,3,9,1,18968,17440,1849,1355 (8h00 - 9h00),1437 (17h00 - 18h00),39,59,48,du 19/03/2019 au 28/11/2019,254,Avenue des Moulins,YES, ,primary,Montpellier, ,195764608
