JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT
2017;JULI;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;Kfz;8855;9495;9224;9451;9965;8352;6668;10158;Fr,21.07.
2017;JULI;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;LkwÄ;583;732;728;738;716;310;231;782;Mi,05.07.
2017;JULI;1199;Eßlinger Hauptstraße;B;3;Gesamt;Kfz;17887;19184;18723;19137;19898;16725;13601;20220;Fr,21.07.
2017;JULI;1199;Eßlinger Hauptstraße;B;3;Gesamt;LkwÄ;1192;1494;1506;1512;1424;631;485;1592;Mi,05.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;Zentrum;Kfz;6317;7933;8121;8080;7256;3407;2439;8724;Mo,03.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;Zentrum;LkwÄ;826;1137;1156;1176;998;206;140;1299;Do,06.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;S1;Kfz;6235;7833;7613;7991;7636;3477;2281;8679;Do,06.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;S1;LkwÄ;843;1159;1140;1207;1042;231;128;1371;Do,06.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;Gesamt;Kfz;12552;15766;15734;16071;14892;6884;4720;17345;Do,06.07.
2017;JULI;1200;Vorarlberger Allee West;G;0;Gesamt;LkwÄ;1670;2297;2296;2383;2039;436;268;2670;Do,06.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;Kfz;3282;4207;4150;4205;4284;1789;889;5103;Do,06.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;LkwÄ;722;1002;1018;1017;938;161;106;1174;Do,06.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;S1;Kfz;3192;4092;4213;4097;3926;1800;806;4518;Di,04.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;S1;LkwÄ;664;926;979;935;829;136;93;1027;Mo,24.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;Gesamt;Kfz;6474;8299;8363;8302;8209;3589;1696;9535;Do,06.07.
2017;JULI;1201;Vorarlberger Allee Ost;G;0;Gesamt;LkwÄ;1386;1928;1997;1952;1768;297;199;2189;Do,06.07.
2017;JULI;1202;Spange Vösendorf;G;0;Vösendorf;Kfz;6043;7299;7423;7300;7141;4389;2421;7922;Mo,03.07.
2017;JULI;1202;Spange Vösendorf;G;0;Vösendorf;LkwÄ;535;746;779;772;628;113;67;832;Mo,03.07.
2017;JULI;1202;Spange Vösendorf;G;0;S1;Kfz;6177;7541;7497;7563;7533;4427;2199;8289;Do,06.07.
2017;JULI;1202;Spange Vösendorf;G;0;S1;LkwÄ;561;787;799;816;686;116;56;886;Do,13.07.
2017;JULI;1202;Spange Vösendorf;G;0;Gesamt;Kfz;12220;14840;14920;14863;14674;8816;4620;16085;Do,06.07.
2017;JULI;1202;Spange Vösendorf;G;0;Gesamt;LkwÄ;1096;1534;1578;1588;1315;228;122;1692;Do,13.07.
2017;JULI;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;Kfz;14452;16632;15786;16989;16618;10890;8862;17985;Do,13.07.
2017;JULI;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;LkwÄ;530;665;639;685;636;294;197;743;Do,13.07.
2017;JULI;1203;Maria-Theresien-Straße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1203;Maria-Theresien-Straße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1203;Maria-Theresien-Straße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1203;Maria-Theresien-Straße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1204;Türkenstraße;G;0;Währinger Straße;Kfz;18348;20862;20295;21404;19943;13539;12600;22608;Do,06.07.
2017;JULI;1204;Türkenstraße;G;0;Währinger Straße;LkwÄ;491;636;632;649;604;235;139;719;Do,06.07.
2017;JULI;1204;Türkenstraße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1204;Türkenstraße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1204;Türkenstraße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1204;Türkenstraße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Zentrum;Kfz;9224;9757;9491;9785;10008;8755;7455;10216;Fr,28.07.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Zentrum;LkwÄ;323;422;419;432;396;148;81;460;Mi,12.07.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Dornbach;Kfz;7707;8120;7925;8169;8214;7235;6446;8679;Mi,05.07.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Dornbach;LkwÄ;247;317;323;324;290;124;72;359;Mo,03.07.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Gesamt;Kfz;16931;17877;17416;17955;18221;15990;13901;18512;Mi,05.07.
2017;JULI;1205;Hernalser Hauptstraße;G;0;Gesamt;LkwÄ;570;740;743;756;686;272;153;803;Do,13.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Zentrum;Kfz;5116;5577;5462;5565;5760;4666;3626;6027;Fr,07.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Zentrum;LkwÄ;115;153;152;160;134;46;24;194;Do,13.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Hütteldorf;Kfz;4461;4734;4646;4725;4870;4352;3423;5055;Mo,03.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Hütteldorf;LkwÄ;127;162;161;163;157;73;36;195;Do,13.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Gesamt;Kfz;9577;10311;10108;10290;10630;9018;7049;11069;Fr,07.07.
2017;JULI;1206;Hütteldorfer Straße;G;0;Gesamt;LkwÄ;242;315;313;323;292;119;60;389;Do,13.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Zentrum;Kfz;22219;23652;23349;23838;23474;19589;18827;24924;Do,06.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Zentrum;LkwÄ;1148;1552;1593;1589;1390;391;207;1717;Mi,05.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Vösendorf;Kfz;25395;27588;26605;27883;27930;23159;18420;29747;*Do,06.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Vösendorf;LkwÄ;1110;1483;1508;1526;1324;428;224;1682;*Mo,03.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Gesamt;Kfz;47613;51240;49954;51721;51405;42748;37247;54671;*Do,06.07.
2017;JULI;1207;Altmannsdorfer Straße II;B;224;Gesamt;LkwÄ;2258;3035;3101;3115;2715;819;430;3377;*Mo,03.07.
2017;JULI;1208;Wienerbergstraße;B;225;Breitenfurter Straße;Kfz;9741;11270;11589;11318;10727;6918;6140;13608;Mo,03.07.
2017;JULI;1208;Wienerbergstraße;B;225;Breitenfurter Straße;LkwÄ;471;571;589;580;521;284;236;650;*Mo,03.07.
2017;JULI;1208;Wienerbergstraße;B;225;Triester Straße;Kfz;10119;11936;11935;11922;11977;7120;5490;13211;*Do,06.07.
2017;JULI;1208;Wienerbergstraße;B;225;Triester Straße;LkwÄ;597;770;803;770;728;267;199;887;*Mo,03.07.
2017;JULI;1208;Wienerbergstraße;B;225;Gesamt;Kfz;19860;23205;23525;23240;22704;14038;11630;26515;*Mo,03.07.
2017;JULI;1208;Wienerbergstraße;B;225;Gesamt;LkwÄ;1068;1341;1392;1351;1249;551;435;1537;*Mo,03.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;Kfz;8293;9612;9417;9853;9134;5972;5070;10828;Do,06.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;LkwÄ;238;307;302;320;276;112;72;355;Do,06.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;Kfz;9066;10360;10036;10516;10295;6910;5790;11432;Do,06.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;LkwÄ;203;279;267;288;266;48;37;303;*Do,13.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Gesamt;Kfz;17359;19972;19453;20370;19429;12882;10860;22260;Do,06.07.
2017;JULI;1209;Atzgersdorfer Straße;G;0;Gesamt;LkwÄ;441;586;569;608;542;160;109;643;*Di,04.07.
2017;JULI;1210;Koppstraße;B;223;stadtauswärts;Kfz;13748;14766;14374;14828;15070;12213;11007;15561;Fr,07.07.
2017;JULI;1210;Koppstraße;B;223;stadtauswärts;LkwÄ;454;564;572;573;527;265;178;619;Di,18.07.
2017;JULI;1210;Koppstraße;B;223;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1210;Koppstraße;B;223;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1210;Koppstraße;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1210;Koppstraße;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1211;Laxenburger Straße II;B;230;Zentrum;Kfz;7778;9330;10065;9250;8652;4847;4193;12842;Mo,31.07.
2017;JULI;1211;Laxenburger Straße II;B;230;Zentrum;LkwÄ;1335;1746;1800;1784;1562;501;442;1995;Mo,31.07.
2017;JULI;1211;Laxenburger Straße II;B;230;S1;Kfz;8952;10965;10560;11056;11196;5677;3774;12061;Do,06.07.
2017;JULI;1211;Laxenburger Straße II;B;230;S1;LkwÄ;1420;1891;1930;1931;1721;465;398;2064;Do,20.07.
2017;JULI;1211;Laxenburger Straße II;B;230;Gesamt;Kfz;16730;20295;20625;20306;19848;10524;7967;22354;Mo,31.07.
2017;JULI;1211;Laxenburger Straße II;B;230;Gesamt;LkwÄ;2755;3636;3730;3715;3284;966;840;3975;Mo,31.07.
2017;JULI;1212;Donaustadtstraße II;B;3;A 23;Kfz;12391;13813;13642;13830;13974;10652;8154;14619;Fr,14.07.
2017;JULI;1212;Donaustadtstraße II;B;3;A 23;LkwÄ;681;904;949;924;787;266;157;1053;Mo,10.07.
2017;JULI;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;Kfz;10742;11569;11564;11598;11489;9612;8397;12148;Mi,19.07.
2017;JULI;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;LkwÄ;538;701;718;720;625;235;153;811;Di,18.07.
2017;JULI;1212;Donaustadtstraße II;B;3;Gesamt;Kfz;23133;25382;25207;25429;25464;20264;16552;26615;Di,18.07.
2017;JULI;1212;Donaustadtstraße II;B;3;Gesamt;LkwÄ;1218;1605;1667;1644;1412;501;310;1849;Di,18.07.
2017;JULI;1213;Burggasse II;G;0;Zentrum;Kfz;9054;9837;9291;9973;10113;8068;6750;10638;Do,06.07.
2017;JULI;1213;Burggasse II;G;0;Zentrum;LkwÄ;417;500;484;508;496;271;213;558;Di,18.07.
2017;JULI;1213;Burggasse II;G;0;Gablenzgasse;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1213;Burggasse II;G;0;Gablenzgasse;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1213;Burggasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1213;Burggasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1214;Neustiftgasse II;G;0;Koppstraße;Kfz;10054;10726;10218;10870;10928;9116;8171;11492;Fr,07.07.
2017;JULI;1214;Neustiftgasse II;G;0;Koppstraße;LkwÄ;391;481;477;488;465;237;170;527;Do,06.07.
2017;JULI;1214;Neustiftgasse II;G;0;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1214;Neustiftgasse II;G;0;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1214;Neustiftgasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1214;Neustiftgasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;Kfz;12107;12850;12574;12844;13210;11547;9548;13861;Fr,07.07.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;LkwÄ;614;798;812;819;715;262;192;868;Mo,03.07.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;Kfz;11833;12684;12579;12640;12944;10945;9147;13837;Fr,07.07.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;LkwÄ;607;792;794;810;736;262;173;851;Mi,05.07.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;Kfz;23940;25533;25154;25484;26154;22492;18695;27698;Fr,07.07.
2017;JULI;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;LkwÄ;1220;1590;1606;1629;1451;525;365;1717;Mi,05.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;Kfz;3779;4204;4084;4258;4193;3205;2565;4592;Do,06.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;LkwÄ;135;158;161;161;146;98;77;177;Mo,10.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;Kfz;3245;3631;3457;3663;3754;2719;2146;4005;Do,06.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;LkwÄ;86;102;102;104;97;59;46;120;Mi,05.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;Gesamt;Kfz;7023;7835;7540;7921;7946;5924;4711;8597;Do,06.07.
2017;JULI;1216;Perchtoldsdorfer Straße;G;0;Gesamt;LkwÄ;221;260;263;265;242;157;123;283;Di,04.07.
2017;JULI;1217;Museumstraße;G;0;Landesgerichtsstraße;Kfz;11966;14016;13442;14483;13333;8345;6977;15149;Di,04.07.
2017;JULI;1217;Museumstraße;G;0;Landesgerichtsstraße;LkwÄ;303;378;365;383;381;175;116;423;Di,11.07.
2017;JULI;1217;Museumstraße;G;0;Getreidemarkt;Kfz;17935;20129;19084;20614;19982;14428;12228;21785;Do,06.07.
2017;JULI;1217;Museumstraße;G;0;Getreidemarkt;LkwÄ;389;480;469;491;460;240;154;550;Di,11.07.
2017;JULI;1217;Museumstraße;G;0;Gesamt;Kfz;29901;34145;32526;35096;33315;22773;19205;36729;Do,06.07.
2017;JULI;1217;Museumstraße;G;0;Gesamt;LkwÄ;692;859;834;875;841;415;270;973;Di,11.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;Kfz;3491;3963;4031;4015;3724;2516;2484;4614;Mo,03.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;LkwÄ;138;192;171;205;176;31;22;242;Di,25.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Himberger Straße;Kfz;3831;4379;4180;4390;4593;2994;2370;4729;Mo,03.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Himberger Straße;LkwÄ;166;231;215;241;220;42;18;298;Di,25.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Gesamt;Kfz;7322;8342;8211;8404;8317;5510;4855;9343;Mo,03.07.
2017;JULI;1218;Spange Leopoldsdorf;G;0;Gesamt;LkwÄ;304;423;386;447;396;73;40;540;Di,25.07.
2017;JULI;1600;Schönbrunner Straße;B;1;Zentrum;Kfz;19604;20858;20032;21147;21025;18091;15851;21792;Mi,12.07.
2017;JULI;1600;Schönbrunner Straße;B;1;Zentrum;LkwÄ;1000;1227;1187;1282;1110;676;370;1432;Do,27.07.
2017;JULI;1600;Schönbrunner Straße;B;1;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1600;Schönbrunner Straße;B;1;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1600;Schönbrunner Straße;B;1;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1600;Schönbrunner Straße;B;1;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1603;Hirschstettner Straße;G;0;Kagran;Kfz;7062;7818;7858;7771;7910;6459;4488;8382;Mo,10.07.
2017;JULI;1603;Hirschstettner Straße;G;0;Kagran;LkwÄ;289;366;413;366;306;163;95;610;Mo,10.07.
2017;JULI;1603;Hirschstettner Straße;G;0;S2;Kfz;7246;7693;7750;7600;7904;7508;5107;8927;Mo,03.07.
2017;JULI;1603;Hirschstettner Straße;G;0;S2;LkwÄ;276;344;359;348;314;163;104;469;Mo,10.07.
2017;JULI;1603;Hirschstettner Straße;G;0;Gesamt;Kfz;14308;15512;15608;15370;15814;13967;9595;16746;Mo,03.07.
2017;JULI;1603;Hirschstettner Straße;G;0;Gesamt;LkwÄ;566;710;772;714;620;326;199;1079;Mo,10.07.
2017;JULI;1607;Weißgerberlände;B;227;A4;Kfz;27397;30551;29006;31577;29403;21990;19559;35951;Do,20.07.
2017;JULI;1607;Weißgerberlände;B;227;A4;LkwÄ;972;1283;1035;1530;850;366;275;3629;Mi,19.07.
2017;JULI;1607;Weißgerberlände;B;227;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1607;Weißgerberlände;B;227;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1607;Weißgerberlände;B;227;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1607;Weißgerberlände;B;227;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;A23;Kfz;20159;21593;21612;21702;21239;17277;17019;23519;Mo,03.07.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;A23;LkwÄ;1668;2092;2096;2166;1862;917;642;2322;Di,04.07.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;Kfz;20080;21928;21297;22136;22093;16911;15487;23707;Do,06.07.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;LkwÄ;830;1067;1020;1120;965;404;261;1247;Di,04.07.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;Kfz;40239;43521;42909;43838;43332;34189;32506;46526;Mo,03.07.
2017;JULI;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;LkwÄ;2498;3159;3116;3287;2827;1321;903;3569;Di,04.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Schwechat;Kfz;6221;6648;6245;6610;7265;5547;5100;7528;Fr,07.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Schwechat;LkwÄ;161;213;204;218;211;68;35;239;Mi,05.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Zentrum;Kfz;6670;7150;6925;7209;7253;5789;5535;7840;Do,13.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Zentrum;LkwÄ;252;325;304;336;319;122;75;410;Do,13.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Gesamt;Kfz;12890;13797;13170;13818;14518;11336;10635;15090;Do,06.07.
2017;JULI;1611;Simmeringer Hauptstr. II;B;225;Gesamt;LkwÄ;413;538;508;554;530;190;110;642;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Eichenstraße;Kfz;9052;10272;10043;10426;10094;6971;6012;11301;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Eichenstraße;LkwÄ;424;528;509;547;497;242;168;625;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Wienerbergstraße;Kfz;8121;9241;8891;9301;9498;6183;5355;9911;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Wienerbergstraße;LkwÄ;229;277;273;282;266;140;118;318;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Gesamt;Kfz;17173;19513;18934;19727;19592;13154;11368;21212;Do,13.07.
2017;JULI;1612;Längenfeldgasse;G;0;Gesamt;LkwÄ;653;805;782;829;763;382;287;943;Do,13.07.
2017;JULI;1613;Lainzer Straße;G;0;Zentrum;Kfz;3785;4244;4056;4304;4299;3059;2582;4661;Do,06.07.
2017;JULI;1613;Lainzer Straße;G;0;Zentrum;LkwÄ;148;167;149;176;164;119;96;200;Mi,05.07.
2017;JULI;1613;Lainzer Straße;G;0;Fasangartengasse;Kfz;6334;7136;6890;7239;7134;5072;4226;7776;Do,06.07.
2017;JULI;1613;Lainzer Straße;G;0;Fasangartengasse;LkwÄ;275;327;305;343;308;186;146;372;Di,04.07.
2017;JULI;1613;Lainzer Straße;G;0;Gesamt;Kfz;10119;11380;10946;11543;11434;8131;6808;12437;Do,06.07.
2017;JULI;1613;Lainzer Straße;G;0;Gesamt;LkwÄ;423;495;454;519;472;306;242;567;Mi,05.07.
2017;JULI;1614;Maxingstraße;G;0;Montecuccoliplatz;Kfz;4374;4905;4683;4961;5016;3453;3066;5338;Di,04.07.
2017;JULI;1614;Maxingstraße;G;0;Montecuccoliplatz;LkwÄ;235;285;285;288;277;136;123;308;Do,06.07.
2017;JULI;1614;Maxingstraße;G;0;Zentrum;Kfz;5534;6355;6055;6552;6138;3923;3700;7121;Mi,05.07.
2017;JULI;1614;Maxingstraße;G;0;Zentrum;LkwÄ;227;273;267;276;267;134;129;296;Di,04.07.
2017;JULI;1614;Maxingstraße;G;0;Gesamt;Kfz;9909;11260;10739;11512;11154;7376;6765;12404;Di,04.07.
2017;JULI;1614;Maxingstraße;G;0;Gesamt;LkwÄ;462;558;552;565;544;270;252;598;Di,04.07.
2017;JULI;1615;Gablenzgasse;B;223;Zentrum;Kfz;14152;15391;15082;15451;15596;12407;10693;16655;Fr,07.07.
2017;JULI;1615;Gablenzgasse;B;223;Zentrum;LkwÄ;319;390;405;396;353;197;143;489;Mo,03.07.
2017;JULI;1615;Gablenzgasse;B;223;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1615;Gablenzgasse;B;223;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1615;Gablenzgasse;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1615;Gablenzgasse;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2017;JULI;1616;Gersthofer Straße;G;0;Lidlgasse;Kfz;2020;1752;1554;1782;1910;2822;2342;7825;Do,06.07.
2017;JULI;1616;Gersthofer Straße;G;0;Lidlgasse;LkwÄ;92;93;86;93;101;100;79;413;Do,06.07.
2017;JULI;1616;Gersthofer Straße;G;0;Türkenschanz-Park;Kfz;10097;11202;11042;11362;10924;8313;7241;11919;*Di,11.07.
2017;JULI;1616;Gersthofer Straße;G;0;Türkenschanz-Park;LkwÄ;781;966;967;993;882;456;331;1046;*Do,13.07.
2017;JULI;1616;Gersthofer Straße;G;0;Gesamt;Kfz;12117;12954;12596;13143;12834;11135;9583;19007;Do,06.07.
2017;JULI;1616;Gersthofer Straße;G;0;Gesamt;LkwÄ;873;1059;1053;1086;983;555;410;1361;Fr,07.07.
2017;JULI;1617;Angerer Straße;G;0;Brünner Straße;Kfz;7385;8230;7973;8239;8524;6327;4892;8978;Do,06.07.
2017;JULI;1617;Angerer Straße;G;0;Brünner Straße;LkwÄ;366;458;437;473;439;220;128;514;Do,13.07.
2017;JULI;1617;Angerer Straße;G;0;Donaufelder Str.;Kfz;6916;7673;7611;7658;7798;5768;4883;8358;Do,06.07.
2017;JULI;1617;Angerer Straße;G;0;Donaufelder Str.;LkwÄ;130;173;173;177;161;50;28;204;Do,06.07.
2017;JULI;1617;Angerer Straße;G;0;Gesamt;Kfz;14301;15904;15583;15897;16322;12096;9775;17336;Do,06.07.
2017;JULI;1617;Angerer Straße;G;0;Gesamt;LkwÄ;496;631;609;650;600;271;156;696;Di,18.07.
2017;JULI;1618;Siemensstraße;B;229;Leopoldauer Platz;Kfz;6904;7947;7825;7983;7990;5648;3781;8331;Do,13.07.
2017;JULI;1618;Siemensstraße;B;229;Leopoldauer Platz;LkwÄ;506;658;660;680;591;226;145;731;Mi,12.07.
2017;JULI;1618;Siemensstraße;B;229;Siemensplatz;Kfz;6955;7848;7725;7893;7869;5979;4179;8181;Mo,17.07.
2017;JULI;1618;Siemensstraße;B;229;Siemensplatz;LkwÄ;431;553;559;567;506;198;147;622;Di,18.07.
2017;JULI;1618;Siemensstraße;B;229;Gesamt;Kfz;13859;15795;15550;15876;15859;11626;7959;16397;Do,13.07.
2017;JULI;1618;Siemensstraße;B;229;Gesamt;LkwÄ;936;1212;1219;1247;1098;424;292;1329;Mo,03.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Liesinger Platz;Kfz;7173;8062;8025;8076;8069;6122;4492;8601;Do,06.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Liesinger Platz;LkwÄ;198;243;261;242;224;117;89;324;Mo,10.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Zentrum;Kfz;7443;8353;8200;8396;8416;6200;4866;8965;Do,06.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Zentrum;LkwÄ;278;346;354;349;325;160;113;441;Mo,10.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Gesamt;Kfz;14617;16415;16224;16471;16485;12322;9359;17566;Do,06.07.
2017;JULI;1619;Breitenfurter Straße II;B;12;Gesamt;LkwÄ;476;589;614;591;550;277;203;765;Mo,10.07.
2017;JULI;1620;Endresstraße;G;0;Mauerer Hauptplatz;Kfz;2807;3119;3017;3140;3186;2404;1898;3422;*Di,04.07.
2017;JULI;1620;Endresstraße;G;0;Mauerer Hauptplatz;LkwÄ;151;193;182;198;192;72;53;233;Di,18.07.
2017;JULI;1620;Endresstraße;G;0;Atzgersdorf;Kfz;1719;1936;1845;1942;2031;1429;1096;2091;Fr,07.07.
2017;JULI;1620;Endresstraße;G;0;Atzgersdorf;LkwÄ;102;130;124;134;123;49;40;155;Di,18.07.
2017;JULI;1620;Endresstraße;G;0;Gesamt;Kfz;4526;5055;4862;5081;5217;3833;2994;5476;*Di,04.07.
2017;JULI;1620;Endresstraße;G;0;Gesamt;LkwÄ;254;323;307;333;314;122;93;388;Di,18.07.
2017;JULI;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;Kfz;29270;30426;29397;30610;31162;28402;25282;32533;Fr,14.07.
2017;JULI;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;LkwÄ;1612;2060;2054;2110;1916;885;457;2279;Mo,03.07.
2017;JULI;1621;Währinger Gürtel;B;221;Wienzeile;Kfz;20852;22800;21780;23358;22405;17515;16002;24817;*Di,11.07.
2017;JULI;1621;Währinger Gürtel;B;221;Wienzeile;LkwÄ;948;1239;1220;1279;1143;425;248;1386;*Di,11.07.
