Any,Codi,Carretera,Pk,Tipus estació,Font Dades,Població,Comarca,Definició Tram Origen,Definició Tram Final,PK inici,PK final,Longitud Tram,Classificació tècnica,Classificació funcional,Carrils,IFA,IMD,% Pesants,Velocitat Km / h,Any 1,Latitud,Longitud
2021,111-343,C-44,1.740,Primària,STCT,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"N-340 / T-304, l'Hospitalet de l'Infant","T-318, Vandellots",0.000,10.000,10.000,CU,BS,2,3333.00,4849,0.03,82.14,2021,41.007587,0.911273
2022,111-343,C-44,1.740,Primària,STCT,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"N-340 / T-304, l'Hospitalet de l'Infant","T-318, Vandellots",0.000,10.000,10.000,CU,BS,2,3333.00,6744,0.04,61.64,2022,41.007587,0.911273
2017,112-343,C-44,16.100,Cobertura,STCTE,Tivissa,La Ribera d'Ebre,Límit com. Baix Camp / Ribera d' Ebre,"TV-3031, Tivissa",14.290,19.874,5.584,CU,BS,2,9067.00,3472,0.05,75.55,2017,41.039808,0.775678
2020,10440251,C-44,25.180,Secundària,STCTE,Tivissa,La Ribera d'Ebre,"TV-3031, Tivissa","C-12, Móra la Nova",19.874,26.565,6.691,CU,BS,2,3333.00,3141,0.05,72.96,2020,41.063885,0.679328
2021,10440251,C-44,25.180,Secundària,STCTE,Tivissa,La Ribera d'Ebre,"TV-3031, Tivissa","C-12, Móra la Nova",19.874,26.565,6.691,CU,BS,2,5.00,3543,0.07,76.46,2021,41.063885,0.679328
2017,50440251,C-44,25.180,Secundària,STCTE,Tivissa,La Ribera d'Ebre,"TV-3031, Tivissa","C-12, Móra la Nova",19.874,26.565,6.691,CU,BS,2,6667.00,3044,0.06,72.84,2017,41.063885,0.679328
2018,50440251,C-44,25.180,Primària,STCTE,Tivissa,La Ribera d'Ebre,"TV-3031, Tivissa","C-12, Móra la Nova",19.874,26.565,6.691,CU,BS,2,6667.00,3632,0.04,85.91,2018,41.063885,0.679328
2022,10440251,C-44,25.180,Secundària,STCTE,Tivissa,La Ribera d'Ebre,"TV-3031, Tivissa","C-12, Móra la Nova",19.874,26.565,6.691,CU,BS,2,5.00,3512,0.08,75.42,2022,41.063885,0.679328
2017,34401103,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,1.00,6115,0.04,65.35,2017,41.026047,0.813087
2018,40440113,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,9051.00,3426,0.05,75.62,2018,41.026047,0.813087
2019,40440113,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,9259.00,3464,0.05,75.40,2019,41.026047,0.813087
2020,40440113,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,8234.00,2622,0.06,76.47,2020,41.026047,0.813087
2021,40440113,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,8756.00,3257,0.05,75.21,2021,41.026047,0.813087
2022,40440113,C-44,11.460,Permanent,SGV,Vandellòs i l'Hospitalet de l'I.,El Baix Camp,"T-318, Vanessa Parc",Límit comarcal el Baix Camp - la Ribera d'Ebre,10.000,14.290,4.290,CU,BS,2,8756.00,3336,0.05,74.02,2022,41.026047,0.813087
2017,20450125,C-45,16.750,Secundària,STCL,Seròs,El Segrià,"C-12, Maials",Límit Aragó,0.000,19.000,19.000,CU,BS,2,5.00,1802,0.02,92.22,2017,41.469633,0.399612
2018,20450125,C-45,16.750,Secundària,STCL,Seròs,El Segrià,"C-12, Maials",Límit Aragó,0.000,19.000,19.000,CU,BS,2,1667.00,3096,0.18,85.95,2018,41.469633,0.399612
2020,20450125,C-45,16.750,Secundària,STCL,Seròs,El Segrià,"C-12, Maials",Límit Aragó,0.000,19.000,19.000,CU,BS,2,1667.00,3096,0.18,85.95,2018,41.469633,0.399612
2021,20450125,C-45,16.750,Secundària,STCL,Seròs,El Segrià,"C-12, Maials",Límit Aragó,0.000,19.000,19.000,CU,BS,2,1667.00,3096,0.18,85.95,2018,41.469633,0.399612
2022,20450125,C-45,16.750,Secundària,STCL,Seròs,El Segrià,"C-12, Maials",Límit Aragó,0.000,19.000,19.000,CU,BS,2,1667.00,1861,0.27,83.88,2022,41.469633,0.399612
2017,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2449,0.04,122.66,2017,41.826653,1.329331
2018,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2357,0.20,85.99,2018,41.826653,1.329331
2019,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2680,0.05,95.18,2019,41.826653,1.329331
2020,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2351,0.06,94.50,2020,41.826653,1.329331
2021,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2352,0.06,96.15,2021,41.826653,1.329331
2022,34510265,C-451,26.450,Cobertura,STCL,Cervera,La Segarra,"L-313, Guissona","C-1412b, Biosca",20.237,29.368,9.131,CU,BS,2,1.00,2244,0.08,93.38,2022,41.826653,1.329331
2017,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,8333.00,2533,0.05,104.75,2017,41.96736,1.510806
2018,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,1.00,2687,0.04,87.65,2018,41.96736,1.510806
2019,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,1.00,2953,0.09,82.53,2019,41.96736,1.510806
2020,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,5.00,2591,0.06,71.11,2020,41.96736,1.510806
2021,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,1.00,2781,0.04,54.82,2021,41.96736,1.510806
2022,24510505,C-451,50.330,Secundària,STCL,Solsona,El Solsonès,"C-1412b, Biosca","C-26/C-55, Solsona",20.237,52.245,32.008,CU,BS,2,1.00,2794,0.08,78.00,2022,41.96736,1.510806
2017,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,895,0.04,75.05,2017,42.090243,1.576718
2018,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,744,0.09,90.22,2018,42.090243,1.576718
2019,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,1087,0.05,73.39,2019,42.090243,1.576718
2020,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,996,0.08,72.20,2020,42.090243,1.576718
2021,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,967,0.07,72.46,2021,42.090243,1.576718
2022,34620115,C-462,11.800,Cobertura,STCL,Olius,El Solsonès,"C-26, Olius",LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),0.000,21.020,21.020,CU,C,2,1.00,988,0.10,71.99,2022,42.090243,1.576718
2017,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,8333.00,508,0.05,63.31,2017,42.149513,1.593211
2018,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,1.00,478,0.07,71.16,2018,42.149513,1.593211
2019,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,1.00,554,0.03,50.01,2019,42.149513,1.593211
2020,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,5.00,316,0.04,40.86,2020,42.149513,1.593211
2021,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,8333.00,487,0.04,50.33,2021,42.149513,1.593211
2022,24620255,C-462,25.150,Secundària,STCL,Sant Llorenç de Morunys,El Solsonès,LV-4241 Sant Llorenç de Morunys (La Llossa del Cavall),"LV-4012 PK- 6+870, La Coma i la Pedra",21.020,30.040,9.020,CU,C,2,8333.00,474,0.04,50.14,2022,42.149513,1.593211
2017,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,447,0.00,44.76,2017,42.340297,1.491241
2018,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,499,0.02,87.80,2018,42.340297,1.491241
2019,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,471,0.01,58.22,2019,42.340297,1.491241
2020,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,528,0.04,57.34,2020,42.340297,1.491241
2021,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,531,0.02,55.61,2021,42.340297,1.491241
2022,34620855,C-462,85.000,Cobertura,STCL,Alàs i Cerc,L'Alt Urgell,Canvi comarcal el Solsonès - l'Alt Urgell,La Seu d'Urgell,30.040,88.956,58.916,CU,C,2,1.00,452,0.02,55.65,2022,42.340297,1.491241
2018,20510073,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,1.00,16676,0.04,75.21,2018,41.232874,1.534641
2019,20510073,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,1.00,16744,0.04,74.86,2019,41.232874,1.534641
2017,250-343,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,1.00,15971,0.05,75.69,2017,41.232874,1.534641
2020,250-343,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,1.00,15971,0.05,74.86,2019,41.232874,1.534641
2021,250-343,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,3333.00,16696,0.03,88.23,2021,41.232874,1.534641
2022,250-343,C-51,7.500,Secundària,STCT,Santa Oliva,El Baix Penedès,"N-340, el Vendrell","C-246, el Vendrell (pont sobre la AP-7)",5.623,8.000,2.377,CU,BS,2,3333.00,17266,0.05,95.51,2022,41.232874,1.534641
2017,30510193,C-51,19.000,Cobertura,STCT,Masllorenç,El Baix Penedès,"C-51A, La Bisbal del Penedès","TP-2405, Rodonyà",12.000,19.810,7.810,CU,BS,2,1.00,4960,0.05,56.36,2016,41.280563,1.43026
2018,30510193,C-51,19.000,Cobertura,STCT,Masllorenç,El Baix Penedès,"C-51A, La Bisbal del Penedès","TP-2405, Rodonyà",12.000,19.810,7.810,CU,BS,2,1.00,4960,0.05,56.36,2016,41.280563,1.43026
2019,30510193,C-51,19.000,Cobertura,STCT,Masllorenç,El Baix Penedès,"C-51A, La Bisbal del Penedès","TP-2405, Rodonyà",12.000,19.810,7.810,CU,BS,2,1.00,4960,0.05,56.36,2016,41.280563,1.43026
2017,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,8582.00,5016,0.01,95.12,2017,41.282686,1.410173
2018,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,9219.00,4452,0.12,96.07,2018,41.282686,1.410173
2019,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,8813.00,4449,0.11,94.81,2019,41.282686,1.410173
2020,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,8259.00,4465,0.10,94.71,2020,41.282686,1.410173
2021,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,7635.00,3975,0.11,95.43,2021,41.282686,1.410173
2022,40510213,C-51,20.930,Permanent,SGV,Rodonyà,L'Alt Camp,"TP-2405, Rodonyà","AP-2, Vilarrodona",19.810,27.500,7.690,CU,BS,2,7635.00,2977,0.05,94.56,2022,41.282686,1.410173
2017,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"TP-2002 / TP-2031, Vila-rodona","C-37 / N-240, Valls",26.730,33.793,7.063,CU,BS,2,1.00,8869,0.02,66.42,2017,41.290117,1.273735
2018,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"TP-2002 / TP-2031, Vila-rodona","C-37 / N-240, Valls",26.730,33.793,7.063,CU,BS,2,1.00,9122,0.12,66.50,2018,41.290117,1.273735
2019,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"TP-2002 / TP-2031, Vila-rodona","C-37 / N-240, Valls",26.730,33.793,7.063,CU,BS,2,1.00,9415,0.13,65.92,2019,41.290117,1.273735
2020,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"TP-2002 / TP-2031, Vila-rodona","C-37 / N-240, Valls",26.730,33.793,7.063,CU,BS,2,1.00,9415,0.13,65.92,2019,41.290117,1.273735
2021,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"AP-2, Vilarrodona","C-37 / N-240, Valls",27.500,33.793,6.293,CU,BS,2,3333.00,8525,0.14,66.26,2021,41.290117,1.273735
2022,10510333,C-51,33.720,Primària,STCT,Valls,L'Alt Camp,"AP-2, Vilarrodona","C-37 / N-240, Valls",27.500,33.793,6.293,CU,BS,2,3333.00,9134,0.13,65.51,2022,41.290117,1.273735
2017,35100803,C-51,8.500,Permanent,SGV,El Vendrell,El Baix Penedès,"C-246, el Vendrell (pont sobre AP-7)","C-51A, La Bisbal del Penedès",8.000,12.000,4.000,CU,BS,2,8761.00,10221,0.06,72.40,2017,41.237953,1.525788
2018,40510103,C-51,10.475,Permanent,SGV,El Vendrell,El Baix Penedès,"C-246, el Vendrell (pont sobre AP-7)","C-51A, La Bisbal del Penedès",8.000,12.000,4.000,CU,BS,2,9001.00,10550,0.06,72.39,2018,41.237953,1.525788
2019,40510103,C-51,10.475,Permanent,SGV,El Vendrell,El Baix Penedès,"C-246, el Vendrell (pont sobre AP-7)","C-51A, La Bisbal del Penedès",8.000,12.000,4.000,CU,BS,2,8773.00,11148,0.04,72.74,2019,41.237953,1.525788
2021,40510103,C-51,10.475,Permanent,SGV,El Vendrell,El Baix Penedès,"C-246, el Vendrell (pont sobre AP-7)","C-51A, La Bisbal del Penedès",8.000,12.000,4.000,CU,BS,2,8272.00,10678,0.04,73.12,2021,41.237953,1.43026
2022,40510103,C-51,10.475,Permanent,SGV,El Vendrell,El Baix Penedès,"C-246, el Vendrell (pont sobre AP-7)","C-51A, La Bisbal del Penedès",8.000,12.000,4.000,CU,BS,2,8272.00,10550,0.04,72.63,2022,41.237953,1.43026
2017,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,8333.00,6413,0.07,74.33,2017,41.654069,1.096118
2018,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,1.00,6738,0.09,70.74,2018,41.654069,1.096118
2019,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,1.00,6722,0.11,56.63,2019,41.654069,1.096118
2020,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,6667.00,5643,0.13,59.31,2020,41.654069,1.096118
2021,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,1.00,7811,0.15,54.63,2021,41.654069,1.096118
2022,56325,C-53,116.040,Secundària,STCL,Anglesola,L'Urgell,"A-2, Vilagrassa",Límit C. Urgell - Noguera,115.839,131.418,15.579,CU,BS,2,1.00,7320,0.14,60.68,2022,41.654069,1.096118
2017,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,8418.00,7727,0.09,72.42,2017,41.781685,0.840928
2018,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,8986.00,7464,0.10,72.54,2018,41.781685,0.840928
2019,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,8034.00,6976,0.10,70.69,2019,41.781685,0.840928
2020,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,7966.00,5978,0.12,72.09,2020,41.781685,0.840928
2021,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,681.00,6966,0.11,69.64,2021,41.781685,0.840928
2022,40531425,C-53,142.370,Permanent,SGV,Vallfogona de Balaguer,La Noguera,Límit C. Urgell - Noguera,"C-13, Vallfogona Balaguer",131.418,143.600,12.182,CU,BS,2,681.00,7730,0.11,71.52,2022,41.781685,0.840928
2017,35350158,C-535,15.000,Cobertura,STCB,Begues,El Baix Llobregat,"BV-2041,Begues (Can Baró)","BV-2411,Begues",14.174,18.298,4.124,CU,C,2,1.00,8300,0.04,55.75,2017,41.328203,1.938532
2018,35350158,C-535,15.000,Cobertura,STCB,Begues,El Baix Llobregat,"BV-2041,Begues (Can Baró)","BV-2411,Begues",14.174,18.298,4.124,CU,C,2,1.00,7612,0.03,89.21,2018,41.328203,1.938532
2020,35350158,C-535,15.000,Cobertura,STCB,Begues,El Baix Llobregat,"BV-2041,Begues (Can Baró)","BV-2411,Begues",14.174,18.298,4.124,CU,C,2,1.00,8147,0.05,58.24,2020,41.328203,1.938532
2021,35350158,C-535,15.000,Cobertura,STCB,Begues,El Baix Llobregat,"BV-2041, Begues (Can Baró)","BV-2411, Begues",14.174,18.298,4.124,CU,C,2,1.00,8285,0.05,58.81,2021,41.328203,1.938532
2022,35350158,C-535,15.000,Cobertura,STCB,Begues,El Baix Llobregat,"BV-2041, Begues (Can Baró)","BV-2411, Begues",14.174,18.298,4.124,CU,C,2,1.00,8285,0.05,58.81,2021,41.328203,1.938532
2017,138-08,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,9068.00,27301,0.07,68.05,2017,41.536806,1.896394
2018,40550038,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,9219.00,27733,0.06,67.95,2018,41.536806,1.896394
2019,40550038,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,9139.00,28043,0.06,68.28,2019,41.536806,1.896394
2020,40550038,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,8162.00,21090,0.07,69.71,2020,41.536806,1.896394
2021,40550038,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,175.00,20842,0.07,64.92,2021,41.536806,1.896394
2022,40550038,C-55,2.987,Permanent,SGV,Olesa de Montserrat,El Baix Llobregat,"A-2, Abrera","C-1414, Olesa",0.000,4.545,4.545,CU,BP,2,175.00,24264,0.08,69.51,2022,41.536806,1.896394
2021,80550118,C-55,11.250,Permanent,SGV,Collbató,El Baix Llobregat,"C-1414, Olesa",C-58 Castellbell i el Vilar,4.545,15.500,10.955,CU,BP,2,5774.00,13783,0.13,77.17,2021,41.589085,1.852511
2022,80550118,C-55,11.250,Permanent,SGV,Collbató,El Baix Llobregat,"C-1414, Olesa",C-58 Castellbell i el Vilar,4.545,15.500,10.955,CU,BP,2,5774.00,16166,0.13,76.41,2022,41.589085,1.852511
2017,40550118,C-55,11.300,Permanent,SGV,Collbató,El Baix Llobregat,"C-1414, Olesa",C-58 Castellmell i el Vilar,4.545,15.500,10.955,CU,BP,2,5268.00,15359,0.01,72.57,2017,41.589085,1.852511
2020,80550118,C-55,11.300,Permanent,SGV,Collbató,El Baix Llobregat,"C-1414, Olesa",C-58 Castellmell i el Vilar,4.545,15.500,10.955,CU,BP,2,2895.00,13246,0.12,78.10,2020,41.589085,1.852511
2017,40550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellmell i el Vilar,"C-16, Castellmell i el Vilar",15.500,18.870,3.370,CU,BP,2,8139.00,27850,0.08,72.93,2017,41.631843,1.848371
2018,40550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellmell i el Vilar,"C-16, Castellmell i el Vilar",15.500,18.870,3.370,CU,BP,2,1698.00,23999,0.09,73.06,2018,41.631843,1.848371
2019,40550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellmell i el Vilar,"C-16, Castellmell i el Vilar",15.500,18.870,3.370,CU,BP,2,1.00,27063,0.09,73.06,2019,41.631843,1.848371
2020,70550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellmell i el Vilar,"C-16, Castellmell i el Vilar",15.500,18.870,3.370,CU,BP,2,1896.00,16482,0.11,128.05,2020,41.631843,1.848371
2021,70550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellbell i el Vilar,"C-16, Castellbell i el Vilar",15.500,18.870,3.370,CU,BP,2,1748.00,22501,0.11,90.00,2021,41.631843,1.848371
2022,70550178,C-55,16.703,Permanent,SGV,Castellbell i el Vilar,El Bages,C-58 Castellbell i el Vilar,"C-16, Castellbell i el Vilar",15.500,18.870,3.370,CU,BP,2,1748.00,28381,0.07,67.06,2022,41.631843,1.848371
2017,40550238,C-55,23.138,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellmell i el Vilar","C-1411a, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,7621.00,30726,0.02,81.02,2017,41.679,1.839858
2018,40550238,C-55,23.138,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellmell i el Vilar","C-1411a, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,2504.00,32543,0.13,84.42,2018,41.679,1.839858
2019,40550238,C-55,23.138,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellmell i el Vilar","C-1411a, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,1.00,31654,0.08,84.42,2019,41.679,1.839858
2020,70550238,C-55,23.138,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellmell i el Vilar","C-1411a, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,818.00,25157,0.18,153.49,2020,41.679,1.839858
2021,70550238,C-55,23.235,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellbell i el Vilar","C-1411z, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,798.00,20776,0.33,90.00,2021,41.679,1.839858
2022,70550238,C-55,23.235,Permanent,SGV,Castellgalí,El Bages,"C-16, Castellbell i el Vilar","C-1411z, Manresa (Sant Pau)",18.870,27.800,8.930,CU,BP,2,798.00,32462,0.14,81.75,2022,41.679,1.839858
2017,10550288,C-55,28.200,Primària,STCB,Manresa,El Bages,"C-1411a, Manresa (Sant Pau)","C-16C, Manresa (el Guix)",27.800,30.500,2.700,CU,BP,2,6667.00,36731,0.05,73.84,2017,41.717054,1.843919
