Any,Codi,Carretera,Pk,Tipus estació,Font Dades,Població,Comarca,Definició Tram Origen,Definició Tram Final,PK inici,PK final,Longitud Tram,Classificació tècnica,Classificació funcional,Carrils,IFA,IMD,% Pesants,Velocitat Km / h,Any 1,Latitud,Longitud
2018,57043443,T-704,34.000,Cobertura,STCT,L'Aleixar,El Priorat,"TV-7041, Prades (coll de Capafons)","T-700 / T-701, Prades",33.690,36.948,3.258,CU,C,2,1.00,177,0.01,60.40,2016,41.291298,1.002887
2020,57043443,T-704,34.000,Cobertura,STCT,L'Aleixar,El Priorat,"TV-7041, Prades (coll de Capafons)","T-700 / T-701, Prades",33.690,36.948,3.258,CU,C,2,1.00,177,0.01,60.40,2016,41.291298,1.002887
2021,57043443,T-704,34.000,Cobertura,STCT,L'Aleixar,El Priorat,"TV-7041, Prades (coll de Capafons)","T-700 / T-701, Prades",33.690,36.948,3.258,CU,C,2,1.00,177,0.01,60.40,2016,41.291298,1.002887
2022,57043443,T-704,34.000,Cobertura,STCT,L'Aleixar,El Priorat,"TV-7041, Prades (coll de Capafons)","T-700 / T-701, Prades",33.690,36.948,3.258,CU,C,2,1.00,177,0.01,60.40,2016,41.291298,1.002887
2017,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1782,0.05,86.86,2017,41.635504,1.412756
2018,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1635,0.05,80.58,2018,41.635504,1.412756
2019,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1814,0.11,82.87,2019,41.635504,1.412756
2020,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1814,0.11,82.87,2019,41.635504,1.412756
2021,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1814,0.11,82.87,2019,41.635504,1.412756
2022,90-308,B-100,2.370,Cobertura,STCB,Montmaneu,L'Anoia,"N-II/ B-221, Montmateu (rotonda)","LV-1005, St. Guim de Freixenet (rotonda)",0.000,6.020,6.020,CU,C,2,1.00,1814,0.11,82.87,2019,41.635504,1.412756
2017,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1500,0.02,45.43,2017,41.59522,1.768465
2018,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1761,0.01,53.36,2018,41.59522,1.768465
2019,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1472,0.01,55.48,2019,41.59522,1.768465
2020,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1472,0.01,55.48,2019,41.59522,1.768465
2021,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1472,0.01,55.48,2019,41.59522,1.768465
2022,14-308,B-111,1.000,Cobertura,STCB,El Bruc,L'Anoia,"B-110/ BP-1101, el Bruc","N-II a, el Bruc",0.000,1.065,1.065,CU,C,2,1.00,1472,0.01,55.48,2019,41.59522,1.768465
2017,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1469,0.04,52.95,2017,41.550278,1.962898
2018,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1373,0.01,51.90,2018,41.550278,1.962898
2019,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1621,0.01,53.41,2019,41.550278,1.962898
2020,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1621,0.01,53.41,2019,41.550278,1.962898
2021,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1076,0.03,50.26,2021,41.550278,1.962898
2022,31200058,B-120,3.860,Cobertura,STCB,Viladecavalls,El Vallès Occidental,Viladecavalls (Pont Riera Gaià),"B-245, Viladecavalls",3.450,4.970,1.520,CU,C,2,1.00,1076,0.03,50.26,2021,41.550278,1.962898
2017,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,3332,0.01,61.15,2017,41.550104,1.938518
2018,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,2969,0.04,59.26,2018,41.550104,1.938518
2019,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,3666,0.02,58.00,2019,41.550104,1.938518
2020,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,3666,0.02,58.00,2019,41.550104,1.938518
2021,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,3126,0.02,57.79,2021,41.550104,1.938518
2022,31200078,B-120,7.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-245, Viladecavalls","B-121, Viladecavalls",4.970,9.700,4.730,CU,C,2,1.00,3126,0.02,57.79,2021,41.550104,1.938518
2017,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,4235,0.02,46.37,2017,41.558839,1.918395
2018,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,3914,0.02,46.93,2018,41.558839,1.918395
2019,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,4580,0.03,46.30,2019,41.558839,1.918395
2020,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,4580,0.03,46.30,2019,41.558839,1.918395
2021,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,3915,0.02,45.32,2021,41.558839,1.918395
2022,32100108,B-120,10.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"B-121, Viladecavalls",Olesa de Montserrat,9.700,13.000,3.300,CU,C,2,1.00,3915,0.02,45.32,2021,41.558839,1.918395
2017,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,967,0.02,47.45,2017,41.561325,1.919616
2018,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,892,0.02,46.77,2018,41.561325,1.919616
2019,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,1050,0.06,46.24,2019,41.561325,1.919616
2020,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,1050,0.06,46.24,2019,41.561325,1.919616
2021,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,1051,0.01,48.06,2021,41.561325,1.919616
2022,21210108,B-121,1.000,Cobertura,STCB,Viladecavalls,El Vallès Occidental,"BV-1211, Olesa de Montserrat (Estació)","B-120, Ribes Blaves",0.375,1.230,0.855,CU,L,2,1.00,1051,0.01,48.06,2021,41.561325,1.919616
2017,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,609,0.00,55.90,2017,41.629405,1.919258
2018,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,621,0.01,53.65,2018,41.629405,1.919258
2019,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,877,0.01,53.36,2019,41.629405,1.919258
2020,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,877,0.01,53.36,2019,41.629405,1.919258
2021,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,610,0.00,52.02,2021,41.629405,1.919258
2022,31220148,B-122,14.000,Cobertura,STCB,Rellinars,El Vallès Occidental,"B-40, Terrassa",Rellinars,2.100,15.000,12.900,CU,L,2,1.00,610,0.00,52.02,2021,41.629405,1.919258
2017,21220178,B-122,17.000,Cobertura,STCB,Rellinars,El Vallès Occidental,Rellinars,"C-1411a, Castellbell i el Vilar",15.000,22.040,7.040,CU,L,2,1.00,429,0.01,56.82,2016,41.639476,1.898037
2018,21220178,B-122,17.000,Cobertura,STCB,Rellinars,El Vallès Occidental,Rellinars,"C-1411a, Castellbell i el Vilar",15.000,22.040,7.040,CU,L,2,1.00,457,0.00,54.08,2018,41.639476,1.898037
2020,21220178,B-122,17.000,Cobertura,STCB,Rellinars,El Vallès Occidental,Rellinars,"C-1411a, Castellbell i el Vilar",15.000,22.040,7.040,CU,L,2,1.00,457,0.00,54.08,2018,41.639476,1.898037
2021,21220178,B-122,17.000,Cobertura,STCB,Rellinars,El Vallès Occidental,Rellinars,"C-1411a, Castellbell i el Vilar",15.000,22.040,7.040,CU,L,2,1.00,434,0.00,56.79,2021,41.639476,1.898037
2022,21220178,B-122,17.000,Cobertura,STCB,Rellinars,El Vallès Occidental,Rellinars,"C-1411a, Castellbell i el Vilar",15.000,22.040,7.040,CU,L,2,1.00,434,0.00,56.79,2021,41.639476,1.898037
2021,11240028,B-124,2.930,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a, Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,1.00,26300,0.05,67.91,2021,41.574945,2.093966
2022,11240028,B-124,2.930,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a, Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,1.00,25575,0.05,67.83,2022,41.574945,2.093966
2020,11240028,B-124,2.980,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a, Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,8333.00,24685,0.05,68.96,2020,41.574945,2.093966
2017,21240408,B-124,2.980,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a, Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,1.00,27857,0.05,67.25,2017,41.574945,2.093966
2018,21240408,B-124,2.980,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a,Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,6667.00,28159,0.05,67.64,2018,41.574945,2.093966
2019,21240408,B-124,2.980,Primària,STCB,Sabadell,El Vallès Occidental,Sabadell (ronda Zamenhof),"C-1415a,Castellar del Vallès (Final travessera)",0.000,7.610,7.610,CU,C,2,6667.00,29174,0.05,67.66,2019,41.574945,2.093966
2017,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a, Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,2375,0.02,69.78,2017,41.637911,2.05785
2018,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a,Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,2798,0.02,72.22,2018,41.637911,2.05785
2019,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a,Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,1714,0.02,69.75,2019,41.637911,2.05785
2020,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a, Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,1714,0.02,69.75,2019,41.637911,2.05785
2021,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a, Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,2944,0.03,67.15,2021,41.637911,2.05785
2022,64-308,B-124,12.000,Cobertura,STCB,Castellar del Vallès,El Vallès Occidental,"C-1415a, Castellar del Vallès (Final travessera)","BP-1241, Sant Llorenç Savall",7.610,18.740,11.130,CU,C,2,1.00,2944,0.03,67.15,2021,41.637911,2.05785
2017,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1105,0.02,49.38,2017,41.782919,2.000507
2018,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1171,0.01,48.79,2018,41.782919,2.000507
2019,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1269,0.02,48.08,2019,41.782919,2.000507
2020,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1269,0.02,48.08,2019,41.782919,2.000507
2021,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1292,0.02,49.47,2021,41.782919,2.000507
2022,58-308,B-124,37.000,Cobertura,STCB,Calders,El Bages,"BP-1241, Sant Llorenç Savall","N-141c/B-431, Calders",18.740,38.750,20.010,CU,C,2,1.00,1292,0.02,49.47,2021,41.782919,2.000507
2020,11400038,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,8333.00,14415,0.13,60.74,2020,41.533079,2.153009
2021,11400038,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,1.00,14160,0.12,60.81,2021,41.533079,2.153009
2017,21400408,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,8333.00,15789,0.11,60.75,2017,41.533079,2.153009
2018,21400408,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,8333.00,17228,0.10,60.07,2018,41.533079,2.153009
2019,21400408,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,8333.00,15340,0.11,60.05,2019,41.533079,2.153009
2022,11400038,B-140,3.900,Primària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"N-150, Sabadell","B-142/AP-7, Santa Perpètua de la Mogoda",0.000,5.300,5.300,CU,C,2,1.00,16098,0.12,59.60,2022,41.533079,2.153009
2017,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,12898,0.07,0.04,2013,41.53395,2.171557
2018,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,12898,0.07,0.04,2013,41.53395,2.171557
2019,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,15590,0.04,69.56,2019,41.53395,2.171557
2020,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,15590,0.04,69.56,2019,41.53395,2.171557
2021,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,15590,0.04,69.56,2019,41.53395,2.171557
2022,21400608,B-140,5.500,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"B-142/AP-7, Santa Perpètua de la Mogoda","N-152, Mollet del Vallès",5.300,9.000,3.700,CU,C,2,1.00,15590,0.04,69.56,2019,41.53395,2.171557
2020,21410028,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,8333.00,11323,0.10,50.50,2020,41.51746,2.148331
2021,21410028,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,1.00,11263,0.10,50.44,2021,41.51746,2.148331
2017,21410208,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,1.00,12238,0.09,49.42,2017,41.51746,2.148331
2018,21410208,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,8333.00,12535,0.08,49.21,2018,41.51746,2.148331
2019,21410208,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,8333.00,13441,0.10,49.30,2019,41.51746,2.148331
2022,21410028,B-141,2.500,Secundària,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,BV-1411/Ripollet,Ripollet (rotonda Santiga),0.000,3.050,3.050,CU,C,2,1.00,11318,0.11,50.27,2022,41.51746,2.148331
2017,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,15647,0.06,56.16,2017,41.546789,2.169178
2018,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,15694,0.06,52.95,2018,41.546789,2.169178
2019,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,10907,0.05,56.47,2019,41.546789,2.169178
2020,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,10907,0.05,56.47,2019,41.546789,2.169178
2021,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,10907,0.05,56.47,2019,41.546789,2.169178
2022,21420108,B-142,2.000,Cobertura,STCB,Polinyà,El Vallès Occidental,"B-140, Sta. Perpètua de Mogoda (Rotonda)","C-155, Polinyà (rotonda)",1.235,4.350,3.115,CU,L,2,1.00,10907,0.05,56.47,2019,41.546789,2.169178
2017,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,10457,0.03,63.28,2017,41.591557,2.179866
2018,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,10339,0.03,64.67,2018,41.591557,2.179866
2019,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,9066,0.03,61.73,2019,41.591557,2.179866
2020,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,9066,0.03,61.73,2019,41.591557,2.179866
2021,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,9066,0.03,61.73,2019,41.591557,2.179866
2022,46-308,B-143,7.800,Cobertura,STCB,Santa Perpètua de la Mogoda,El Vallès Occidental,"C-59, Palau-Solità i Plegamans","C-155, Palau-Solità i Plegamans",3.510,5.000,1.490,CU,L,2,1.00,10768,0.05,58.44,2022,41.591557,2.179866
2017,31430058,B-143,5.400,Cobertura,STCB,Palau-Solità i Plegamans,El Vallès Occidental,"C-155, Palau-Solità i Plegamans","C-59, Palau-Solità i Plegamans (rotonda)",5.000,8.485,3.485,CU,L,2,1.00,14916,0.05,71.17,2017,41.570561,2.182995
2018,31430058,B-143,5.400,Cobertura,STCB,Palau-Solità i Plegamans,El Vallès Occidental,"C-155, Palau-Solità i Plegamans","C-59, Palau-Solità i Plegamans (rotonda)",5.000,8.485,3.485,CU,L,2,1.00,15468,0.04,69.63,2018,41.570561,2.182995
2019,31430058,B-143,5.400,Cobertura,STCB,Palau-Solità i Plegamans,El Vallès Occidental,"C-155, Palau-Solità i Plegamans","C-59, Palau-Solità i Plegamans (rotonda)",5.000,8.485,3.485,CU,L,2,1.00,13247,0.04,70.94,2019,41.570561,2.182995
2020,31430058,B-143,5.400,Cobertura,STCB,Palau-Solità i Plegamans,El Vallès Occidental,"C-155, Palau-Solità i Plegamans","C-59, Palau-Solità i Plegamans (rotonda)",5.000,8.485,3.485,CU,L,2,1.00,13247,0.04,70.94,2019,41.570561,2.182995
2021,31430058,B-143,5.400,Cobertura,STCB,Palau-Solità i Plegamans,El Vallès Occidental,"C-155, Palau-Solità i Plegamans","C-59, Palau-Solità i Plegamans (rotonda)",5.000,8.485,3.485,CU,L,2,1.00,13247,0.04,70.94,2019,41.570561,2.182995
